  date  ,   time  , SVP10936, SVP10936, SVP10927, SVP10927, SVP87022, SVP87022, SVP10212, SVP10212, SVP11077, SVP11077, SVP87027, SVP87027, SVP10926, SVP10926, SVP11074, SVP11074, SVP10945, SVP10945,
dd/mm/yy, hh:mm:ss, A  cm/hr, B  cm/hr, O  cm/hr, P  cm/hr, Q  cm/hr, R  cm/hr, U  cm/hr, V  cm/hr, W  cm/hr, X  cm/hr, a  cm/hr, b  cm/hr, m  cm/hr, n  cm/hr, q  cm/hr, r  cm/hr, y  cm/hr, z  cm/hr,
08/07/15, 10:00:00,     0.00,     0.00,     7.67,     6.01,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,
08/07/15, 10:30:00,     2.37,     1.48,     7.54,     6.04,     0.00,     0.00,     2.93,     1.32,     1.22,    -0.63,     0.00,     0.00,     7.08,     4.16,     1.18,     1.32,     5.22,   -20.20,
08/07/15, 11:00:00,     2.37,     1.48,     7.54,     6.04,     0.00,     0.00,     2.93,     1.32,     1.22,    -0.63,     0.00,     0.00,     7.08,     4.16,     1.18,     1.32,     5.22,   -20.20,
08/07/15, 11:30:00,     2.37,     1.48,     7.54,     6.04,     0.00,     0.00,     2.93,     1.32,     1.22,    -0.63,     0.00,     0.00,     7.08,     4.16,     1.18,     1.32,     5.22,   -20.20,
08/07/15, 12:00:00,     2.37,     1.48,     7.54,     6.04,     0.00,     0.00,     2.93,     1.32,     1.22,    -0.63,     0.00,     0.00,     7.08,     4.16,     1.18,     1.32,     5.22,   -20.20,
08/07/15, 12:30:00,     2.37,     1.48,     7.54,     6.04,     0.00,     0.00,     2.93,     1.32,     1.22,    -0.63,     0.00,     0.00,     7.08,     4.16,     1.18,     1.32,     5.22,   -20.20,
08/07/15, 13:00:00,     2.37,     1.48,     7.54,     6.04,     0.00,     0.00,     2.93,     1.32,     1.22,    -0.63,     0.00,     0.00,     7.08,     4.16,     1.18,     1.32,     5.22,   -20.20,
08/07/15, 13:30:00,     2.37,     1.48,     7.54,     6.04,     0.00,     0.00,     2.93,     1.32,     1.22,    -0.63,     0.00,     0.00,     7.08,     4.16,     1.18,     1.32,     5.22,   -20.20,
08/07/15, 14:00:00,     2.37,     1.48,     7.54,     6.04,     0.00,     0.00,     2.93,     1.32,     1.22,    -0.63,     0.00,     0.00,     7.08,     4.16,     1.18,     1.32,     5.22,   -20.20,
08/07/15, 14:30:00,     2.37,     1.48,     7.54,     6.04,     0.00,     0.00,     2.93,     1.32,     1.22,    -0.63,     0.00,     0.00,     7.08,     4.16,     1.18,     1.32,     5.22,   -20.20,
08/07/15, 15:00:00,     2.37,     1.48,     7.54,     6.04,     0.00,     0.00,     2.93,     1.32,     1.22,    -0.63,     0.00,     0.00,     7.08,     4.16,     1.18,     1.32,     5.22,   -20.20,
08/07/15, 15:30:00,     2.37,     1.48,     7.54,     6.04,     0.00,     0.00,     2.93,     1.32,     1.22,    -0.63,     0.00,     0.00,     7.08,     4.16,     1.18,     1.32,     5.22,   -20.20,
08/07/15, 16:00:00,     2.37,     1.48,     7.54,     6.04,     0.00,     0.00,     2.93,     1.32,     1.22,    -0.63,     0.00,     0.00,     7.08,     4.16,     1.18,     1.32,     5.22,   -20.20,
08/07/15, 16:30:00,     2.37,     1.48,     7.54,     6.04,     0.00,     0.00,     2.93,     1.32,     1.22,    -0.63,     0.00,     0.00,     7.08,     4.16,     1.18,     1.32,     5.22,   -20.20,
08/07/15, 17:00:00,     2.37,     1.48,     7.54,     6.04,     0.00,     0.00,     2.93,     1.32,     1.22,    -0.63,     0.00,     0.00,     7.08,     4.16,     1.18,     1.32,     5.22,   -20.20,
08/07/15, 17:30:00,     2.37,     1.48,     7.54,     6.04,     0.00,     0.00,     2.93,     1.32,     1.22,    -0.63,     0.00,     0.00,     7.08,     4.16,     1.18,     1.32,     5.22,   -20.20,
08/07/15, 18:00:00,     2.37,     1.48,     7.54,     6.04,     0.00,     0.00,     2.93,     1.32,     1.22,    -0.63,     0.00,     0.00,     7.08,     4.16,     1.18,     1.32,     5.22,   -20.20,
08/07/15, 18:30:00,     2.37,     1.48,     7.54,     6.04,     0.00,     0.00,     2.93,     1.32,     1.22,    -0.63,     0.00,     0.00,     7.08,     4.16,     1.18,     1.32,     5.22,   -20.20,
08/07/15, 19:00:00,     2.37,     1.48,     7.54,     6.04,     0.00,     0.00,     2.93,     1.32,     1.22,    -0.63,     0.00,     0.00,     7.08,     4.16,     1.18,     1.32,     5.22,   -20.20,
08/07/15, 19:30:00,     2.37,     1.48,     7.54,     6.04,     0.00,     0.00,     2.93,     1.32,     1.22,    -0.63,     0.00,     0.00,     7.08,     4.16,     1.18,     1.32,     5.22,   -20.20,
08/07/15, 20:00:00,     2.37,     1.48,     7.54,     6.04,     0.00,     0.00,     2.93,     1.32,     1.22,    -0.63,     0.00,     0.00,     7.08,     4.16,     1.18,     1.32,     5.22,   -20.20,
08/07/15, 20:30:00,     2.37,     1.48,     7.54,     6.04,     0.00,     0.00,     2.93,     1.32,     1.22,    -0.63,     0.00,     0.00,     7.08,     4.16,     1.18,     1.32,     5.22,   -20.20,
08/07/15, 21:00:00,     2.37,     1.48,     7.54,     6.04,     0.00,     0.00,     2.93,     1.32,     1.22,    -0.63,     0.00,     0.00,     7.08,     4.16,     1.18,     1.32,     5.22,   -20.20,
08/07/15, 21:30:00,     2.37,     1.48,     7.54,     6.04,     0.00,     0.00,     2.93,     1.32,     1.22,    -0.63,     0.00,     0.00,     7.08,     4.16,     1.18,     1.32,     5.22,   -20.20,
08/07/15, 22:00:00,     2.37,     1.48,     7.54,     6.04,     0.00,     0.00,     2.93,     1.32,     1.22,    -0.63,     0.00,     0.00,     7.08,     4.16,     1.18,     1.32,     5.22,   -20.20,
08/07/15, 22:30:00,     2.37,     1.48,     7.54,     6.04,     0.00,     0.00,     2.93,     1.32,     1.22,    -0.63,     0.00,     0.00,     7.08,     4.16,     1.18,     1.32,     5.22,   -20.20,
08/07/15, 23:00:00,     2.37,     1.48,     7.54,     6.04,     0.00,     0.00,     2.93,     1.32,     1.22,    -0.63,     0.00,     0.00,     7.08,     4.16,     1.18,     1.32,     5.22,   -20.20,
08/07/15, 23:30:00,     2.37,     1.48,     7.54,     6.04,     0.00,     0.00,     2.93,     1.32,     1.22,    -0.63,     0.00,     0.00,     7.08,     4.16,     1.18,     1.32,     5.22,   -20.20,
08/07/15,  maximum,     2.37,     1.48,   -21.51,     6.04,     0.00,     0.00,     2.93,     1.32,     1.22,     0.00,     0.00,     0.00,     7.08,     4.16,     1.18,     1.32,     0.00,     0.00,
08/07/15,  minimum,     0.00,     0.00,   344.61,     6.04,     0.00,     0.00,     0.00,     0.00,     0.00,    -0.63,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,     0.00,   -20.20,
08/07/15,  average,     1.79,     1.45,  1235.71,     6.03,     0.00,    -0.01,     2.26,     1.30,     0.91,    -0.63,     0.00,    -0.01,     4.01,     4.04,     0.89,     1.30,     0.00,   -19.62,
09/07/15, 00:00:00,     2.37,     1.48,     7.54,     6.04,     0.00,     0.00,     2.93,     1.32,     1.22,    -0.63,     0.00,     0.00,     7.08,     4.16,     1.18,     1.32,     5.22,   -20.20,
09/07/15, 00:30:00,     2.37,     1.48,     7.54,     6.04,     0.00,     0.00,     2.93,     1.32,     1.22,    -0.63,     0.00,     0.00,     7.08,     4.16,     1.18,     1.32,     5.22,   -20.20,
09/07/15, 01:00:00,     2.37,     1.48,     7.54,     6.04,     0.00,     0.00,     2.93,     1.32,     1.22,    -0.63,     0.00,     0.00,     7.08,     4.16,     1.18,     1.32,     5.22,   -20.20,
09/07/15, 01:30:00,     2.37,     1.48,     7.54,     6.04,     0.00,     0.00,     2.93,     1.32,     1.22,    -0.63,     0.00,     0.00,     7.08,     4.16,     1.18,     1.32,     5.22,   -20.20,
09/07/15, 02:00:00,     2.37,     1.48,     7.54,     6.04,     0.00,     0.00,     2.93,     1.32,     1.22,    -0.63,     0.00,     0.00,     7.08,     4.16,     1.18,     1.32,     5.22,   -20.20,
09/07/15, 02:30:00,     2.37,     1.48,     7.54,     6.04,     0.00,     0.00,     2.93,     1.32,     1.22,    -0.63,     0.00,     0.00,     7.08,     4.16,     1.18,     1.32,     5.22,   -20.20,
09/07/15, 03:00:00,     2.37,     1.48,     7.54,     6.04,     0.00,     0.00,     2.93,     1.32,     1.22,    -0.63,     0.00,     0.00,     7.08,     4.16,     1.18,     1.32,     5.22,   -20.20,
09/07/15, 03:30:00,     2.37,     1.48,     7.54,     6.04,     0.00,     0.00,     2.93,     1.32,     1.22,    -0.63,     0.00,     0.00,     7.08,     4.16,     1.18,     1.32,     5.22,   -20.20,
09/07/15, 04:00:00,     2.37,     1.48,     7.54,     6.04,     0.00,     0.00,     2.93,     1.32,     1.22,    -0.63,     0.00,     0.00,     7.08,     4.16,     1.18,     1.32,     5.22,   -20.20,
09/07/15, 04:30:00,     2.37,     1.48,     7.54,     6.04,     0.00,     0.00,     2.93,     1.32,     1.22,    -0.63,     0.00,     0.00,     7.08,     4.16,     1.18,     1.32,     5.22,   -20.20,
09/07/15, 05:00:00,     2.37,     1.48,     7.54,     6.04,     0.00,     0.00,     2.93,     1.32,     1.22,    -0.63,     0.00,     0.00,     7.08,     4.16,     1.18,     1.32,     5.22,   -20.20,
09/07/15, 05:30:00,     2.37,     1.48,     7.54,     6.04,     0.00,     0.00,     2.93,     1.32,     1.22,    -0.63,     0.00,     0.00,     7.08,     4.16,     1.18,     1.32,     5.22,   -20.20,
09/07/15, 06:00:00,     2.37,     1.48,     7.54,     6.04,     0.00,     0.00,     2.93,     1.32,     1.22,    -0.63,     0.00,     0.00,     7.08,     4.16,     1.18,     1.32,     5.22,   -20.20,
09/07/15, 06:30:00,     2.37,     1.48,     7.54,     6.04,     0.00,     0.00,     2.93,     1.32,     1.22,    -0.63,     0.00,     0.00,     7.08,     4.16,     1.18,     1.32,     5.22,   -20.20,
09/07/15, 07:00:00,     2.37,     1.48,     7.54,     6.04,     0.00,     0.00,     2.93,     1.32,     1.22,    -0.63,     0.00,     0.00,     7.08,     4.16,     1.18,     1.32,     5.22,   -20.20,
09/07/15, 07:30:00,     2.37,     1.48,     7.54,     6.04,     0.00,     0.00,     2.93,     1.32,     1.22,    -0.63,     0.00,     0.00,     7.08,     4.16,     1.18,     1.32,     5.22,   -20.20,
09/07/15, 08:00:00,     2.37,     1.48,     7.54,     6.04,     0.00,     0.00,     2.93,     1.32,     1.22,    -0.63,     0.00,     0.00,     7.08,     4.16,     1.18,     1.32,     5.22,   -20.20,
09/07/15, 08:30:00,     2.37,     1.48,     7.54,     6.04,     0.00,     0.00,     2.93,     1.32,     1.22,    -0.63,     0.00,     0.00,     7.08,     4.16,     1.18,     1.32,     5.22,   -20.20,
09/07/15, 09:00:00,     2.37,     1.48,     7.54,     6.04,     0.00,     0.00,     2.93,     1.32,     1.22,    -0.63,     0.00,     0.00,     7.08,     4.16,     1.18,     1.32,     5.22,   -20.20,
09/07/15, 09:20:00,     2.37,     1.48,     7.54,     6.04,     0.00,     0.00,     2.93,     1.32,     1.22,    -0.63,     0.00,     0.00,     7.08,     4.16,     1.18,     1.32,     5.22,   -20.20,
09/07/15, 09:30:00,     2.37,     1.48,     7.54,     6.04,     0.00,     0.00,     2.93,     1.32,     1.22,    -0.63,     0.00,     0.00,     7.08,     4.16,     1.18,     1.32,     5.22,   -20.20,
09/07/15, 10:00:00,     2.29,     1.36,     7.82,     6.16,    -6.20,    -3.41,     2.37,     1.50,     0.91,    -0.46,     2.05,     1.01,     7.65,     4.39,     1.49,     0.51,     2.45,     5.61,
09/07/15, 10:30:00,     2.29,     1.36,     7.82,     6.16,    -6.20,    -3.41,     2.22,     1.49,     0.91,    -0.46,     2.05,     1.01,     7.65,     4.39,     1.49,     0.51,     2.45,     5.61,
09/07/15, 11:00:00,     2.29,     1.36,     7.82,     6.16,    -6.20,    -3.41,     2.22,     1.49,     0.91,    -0.46,     2.05,     1.01,     7.65,     4.39,     1.49,     0.51,     2.45,     5.61,
09/07/15, 11:30:00,     2.29,     1.36,     7.82,     6.16,    -6.20,    -3.41,     2.22,     1.49,     0.91,    -0.46,     2.05,     1.01,     7.65,     4.39,     1.49,     0.51,     2.45,     5.61,
09/07/15, 12:00:00,     2.29,     1.36,     7.82,     6.16,    -6.20,    -3.41,     2.22,     1.49,     0.91,    -0.46,     2.05,     1.01,     7.65,     4.39,     1.49,     0.51,     2.45,     5.61,
09/07/15, 12:30:00,     2.29,     1.36,     5.42,     4.42,    -6.20,    -3.41,     2.22,     1.49,     0.91,    -0.46,     2.05,     1.01,     7.65,     4.39,     2.97,     1.78,     2.45,     5.61,
09/07/15, 13:00:00,     2.29,     1.36,     6.34,     5.19,    -5.50,    -3.47,     2.22,     1.49,     0.39,    -0.89,     1.52,     1.40,     7.65,     4.39,     2.97,     1.78,     2.45,     5.61,
09/07/15, 13:30:00,     2.29,     1.36,     0.94,     1.80,    -3.61,    -2.30,     2.66,     0.95,    -0.45,    -1.61,     0.94,     1.14,     3.20,     1.48,     2.97,     1.78,     2.45,     5.61,
09/07/15, 14:00:00,     1.71,     0.93,     1.43,     1.91,    -2.10,    -1.22,     0.54,     0.48,    -0.07,    -0.98,     0.63,     0.39,     2.18,     0.67,     0.15,     0.22,     0.39,     0.75,
09/07/15, 14:30:00,     1.32,     0.73,     1.02,     1.70,    -1.67,    -0.99,     0.56,     0.54,    -0.06,    -0.97,     0.21,     0.12,     1.48,     0.49,     0.05,     0.04,     0.32,     0.31,
09/07/15, 15:00:00,     1.19,     0.74,     0.87,     1.60,    -1.28,    -0.76,     0.70,     0.29,    -0.19,    -1.04,     0.06,    -0.07,     1.35,     0.38,    -0.14,    -0.24,     0.22,     0.00,
09/07/15, 15:30:00,     1.06,     0.43,     0.89,     1.60,    -1.05,    -0.58,     0.64,     0.32,    -0.20,    -1.09,    -0.08,    -0.12,     1.03,     0.25,     0.01,    -0.19,     0.09,     0.08,
09/07/15, 16:00:00,     0.91,     0.56,     0.90,     1.57,    -0.95,    -0.49,     0.28,     0.36,    -0.14,    -1.17,    -0.14,    -0.08,     0.99,     0.44,    -0.01,    -0.19,     0.18,     0.04,
09/07/15, 16:30:00,     0.94,     0.42,     0.97,     1.55,    -1.03,    -0.51,     0.24,     0.35,    -0.10,    -1.11,    -0.03,    -0.20,     1.08,     0.40,     0.09,    -0.18,     0.06,    -0.09,
09/07/15, 17:00:00,     0.81,     0.41,     1.24,     1.74,    -0.70,    -0.29,     0.26,     0.17,    -0.27,    -1.05,    -0.22,    -0.09,     0.92,     0.28,    -0.09,    -0.14,    -0.03,    -0.01,
09/07/15, 17:30:00,     0.80,     0.56,     1.13,     1.72,    -0.82,    -0.32,     0.26,     0.31,    -0.16,    -0.99,    -0.15,    -0.09,     0.94,     0.39,    -0.09,    -0.31,     0.05,     0.12,
09/07/15, 18:00:00,     0.68,     0.33,     1.24,     1.89,    -0.75,    -0.30,     0.27,     0.35,    -0.20,    -1.03,    -0.24,    -0.16,     0.79,     0.36,     0.00,    -0.27,     0.04,     0.01,
09/07/15, 18:30:00,     0.74,     0.35,     1.26,     1.93,    -0.70,    -0.39,     0.21,     0.27,    -0.17,    -1.12,    -0.27,    -0.18,     0.93,     0.32,    -0.04,    -0.41,     0.03,    -0.07,
09/07/15, 19:00:00,     0.64,     0.37,     1.22,     1.60,    -0.49,    -0.19,     0.14,     0.32,    -0.25,    -1.07,    -0.38,    -0.27,     0.74,     0.27,    -0.15,    -0.44,    -0.08,    -0.04,
09/07/15, 19:30:00,     0.62,     0.26,     1.38,     2.02,    -0.53,    -0.10,     0.16,     0.19,    -0.14,    -1.14,    -0.25,    -0.14,     0.79,     0.44,    -0.24,    -0.50,    -0.05,    -0.24,
09/07/15, 20:00:00,     0.67,     0.20,     1.29,     2.03,    -0.53,    -0.10,     0.14,     0.14,    -0.38,    -1.06,    -0.24,    -0.12,     0.99,     0.41,    -0.07,    -0.28,     0.03,    -0.01,
09/07/15, 20:30:00,     0.63,     0.16,     1.27,     1.93,    -0.60,    -0.22,     0.15,     0.30,    -0.30,    -1.04,    -0.24,    -0.20,     0.80,     0.44,    -0.05,    -0.44,     0.08,    -0.03,
09/07/15, 21:00:00,     0.64,     0.31,     1.32,     1.90,    -0.63,    -0.21,     0.06,     0.19,    -0.19,    -1.13,    -0.35,    -0.19,     0.82,     0.52,    -0.03,    -0.49,     0.00,    -0.12,
09/07/15, 21:30:00,     0.64,     0.20,     1.41,     2.08,    -0.49,    -0.10,     0.10,     0.09,    -0.25,    -1.03,    -0.29,    -0.20,     0.75,     0.46,    -0.05,    -0.50,    -0.05,    -0.04,
09/07/15, 22:00:00,     0.53,     0.20,     1.37,     2.02,    -0.42,    -0.09,     0.06,     0.08,    -0.17,    -1.10,    -0.26,    -0.18,     0.74,     0.38,    -0.01,    -0.48,    -0.10,    -0.10,
09/07/15, 22:30:00,     0.49,     0.19,     1.30,     1.87,    -0.44,    -0.21,     0.09,     0.27,    -0.24,    -1.07,    -0.35,    -0.25,     0.70,     0.38,    -0.15,    -0.59,     0.04,    -0.17,
09/07/15, 23:00:00,     0.51,     0.26,     1.26,     1.97,    -0.37,     0.02,     0.06,     0.29,    -0.27,    -1.03,    -0.38,    -0.22,     0.78,     0.34,    -0.17,    -0.54,    -0.05,    -0.18,
09/07/15, 23:30:00,     0.51,     0.16,     1.38,     1.91,    -0.51,    -0.06,     0.14,     0.24,    -0.29,    -1.13,    -0.35,    -0.27,     0.74,     0.30,    -0.12,    -0.66,     0.04,    -0.04,
09/07/15,  maximum,     2.37,     1.48,     7.82,     6.16,    -0.37,     0.02,     2.93,     1.50,     1.22,    -0.46,     2.05,     1.40,     7.65,     4.40,     2.97,     1.78,     2.45,     5.61,
09/07/15,  minimum,     0.49,     0.16,     0.87,     1.55,    -6.33,    -3.47,     0.06,     0.08,    -0.38,    -1.61,    -0.46,    -0.27,     0.58,     0.25,    -0.24,    -0.66,    -0.10,   -20.20,
09/07/15,  average,     0.87,     0.99,     1.70,     4.13,    -1.26,    -0.76,     0.38,     0.87,    -0.13,    -0.83,    -0.06,     0.13,     1.42,     2.55,     0.07,     0.55,     0.23,    -7.09,
10/07/15, 00:00:00,     0.49,     0.20,     1.39,     1.98,    -0.40,    -0.18,     0.18,     0.12,    -0.13,    -1.01,    -0.46,    -0.20,     0.58,     0.29,    -0.04,    -0.61,    -0.01,    -0.07,
10/07/15, 00:30:00,     0.49,     0.16,     1.36,     2.03,    -0.36,    -0.08,     0.10,     0.00,    -0.24,    -1.18,    -0.28,    -0.24,     0.65,     0.27,    -0.10,    -0.68,    -0.04,    -0.24,
10/07/15, 01:00:00,     0.49,     0.14,     1.29,     1.87,    -0.36,    -0.10,     0.03,     0.05,    -0.25,    -1.20,    -0.34,    -0.16,     0.69,     0.36,    -0.05,    -0.68,    -0.05,    -0.18,
10/07/15, 01:30:00,     0.45,     0.09,     1.37,     1.94,    -0.39,    -0.10,     0.09,     0.16,    -0.27,    -1.16,    -0.39,    -0.16,     0.70,     0.43,    -0.14,    -0.58,    -0.04,    -0.15,
10/07/15, 02:00:00,     0.44,     0.07,     1.15,     1.87,    -0.29,    -0.06,     0.08,     0.02,    -0.33,    -1.03,    -0.38,    -0.22,     0.59,     0.39,    -0.30,    -0.65,    -0.03,    -0.17,
10/07/15, 02:30:00,     0.49,     0.04,     1.28,     2.00,    -0.40,     0.02,     0.16,     0.02,    -0.37,    -1.16,    -0.42,    -0.29,     0.52,     0.26,    -0.14,    -0.73,    -0.08,    -0.31,
10/07/15, 03:00:00,     0.49,     0.19,     1.25,     1.85,    -0.29,    -0.06,     0.01,     0.09,    -0.36,    -1.09,    -0.44,    -0.27,     0.58,     0.43,    -0.26,    -0.68,    -0.14,    -0.32,
10/07/15, 03:30:00,     0.57,     0.21,     1.34,     2.01,    -0.32,    -0.13,    -0.04,     0.00,    -0.42,    -1.11,    -0.40,    -0.30,     0.54,     0.26,    -0.15,    -0.69,    -0.09,    -0.19,
10/07/15, 04:00:00,     0.44,     0.17,     1.12,     1.80,    -0.36,     0.00,     0.15,     0.09,    -0.43,    -1.05,    -0.31,    -0.19,     0.54,     0.30,    -0.16,    -0.79,    -0.09,    -0.21,
10/07/15, 04:30:00,     0.55,     0.19,     1.13,     1.98,    -0.26,    -0.04,     0.08,     0.09,    -0.29,    -1.10,    -0.44,    -0.14,     0.61,     0.31,    -0.17,    -0.67,    -0.06,    -0.15,
10/07/15, 05:00:00,     0.46,     0.09,     1.32,     1.90,    -0.22,     0.00,     0.03,    -0.08,    -0.29,    -1.17,    -0.38,    -0.22,     0.50,     0.42,    -0.10,    -0.68,     0.08,    -0.15,
10/07/15, 05:30:00,     0.43,     0.17,     1.35,     1.92,    -0.30,    -0.04,     0.12,     0.05,    -0.35,    -1.18,    -0.44,    -0.21,     0.59,     0.30,    -0.03,    -0.69,    -0.09,    -0.21,
10/07/15, 06:00:00,     0.26,     0.14,     1.27,     1.90,    -0.26,     0.10,     0.09,     0.05,    -0.22,    -1.10,    -0.49,    -0.28,     0.66,     0.49,    -0.03,    -0.83,    -0.05,    -0.19,
10/07/15, 06:30:00,     0.39,     0.16,     1.33,     1.88,    -0.24,     0.00,    -0.06,    -0.05,    -0.34,    -1.04,    -0.50,    -0.19,     0.57,     0.32,    -0.09,    -0.68,    -0.14,    -0.30,
10/07/15, 07:00:00,     0.37,     0.14,     1.26,     1.95,    -0.27,     0.02,    -0.04,     0.09,    -0.31,    -1.03,    -0.42,    -0.19,     0.57,     0.37,    -0.15,    -0.69,    -0.16,    -0.17,
10/07/15, 07:30:00,     0.37,     0.14,     1.22,     1.96,    -0.27,    -0.10,    -0.14,     0.05,    -0.29,    -1.05,    -0.40,    -0.20,     0.64,     0.20,    -0.03,    -0.69,    -0.10,    -0.29,
10/07/15, 08:00:00,     0.37,     0.14,     1.22,     1.92,    -0.26,     0.06,    -0.04,    -0.08,    -0.27,    -1.07,    -0.44,    -0.35,     0.60,     0.32,    -0.03,    -0.72,    -0.21,    -0.18,
10/07/15, 08:30:00,     0.54,     0.15,     1.62,     2.11,    -0.32,    -0.02,     0.13,     0.09,    -0.32,    -1.03,    -0.46,    -0.24,     0.84,     0.59,     0.05,    -0.65,    -0.01,     0.03,
10/07/15, 09:00:00,     0.52,     0.24,     1.83,     2.19,    -0.44,     0.00,     0.08,     0.08,    -0.20,    -1.07,    -0.41,    -0.24,     1.12,     0.73,     0.19,    -0.60,     0.16,     0.24,
10/07/15, 09:30:00,     0.84,     0.43,     2.37,     2.64,    -0.48,    -0.04,     0.12,    -0.02,    -0.19,    -1.11,    -0.41,    -0.25,     1.37,     0.72,     0.37,    -0.44,     0.39,     0.58,
10/07/15, 10:00:00,     0.97,     0.49,     2.32,     2.77,    -1.13,    -0.31,     0.27,    -0.04,    -0.24,    -1.17,    -0.30,    -0.27,     1.65,     1.04,     0.39,    -0.48,     0.40,     0.69,
10/07/15, 10:30:00,     1.11,     0.64,     2.76,     2.89,    -1.37,    -0.49,     0.39,     0.16,    -0.13,    -1.04,    -0.29,    -0.22,     2.03,     1.13,     0.64,    -0.22,     0.36,     1.03,
10/07/15, 11:00:00,     1.40,     0.85,     3.71,     3.61,    -2.08,    -0.90,     0.26,     0.16,    -0.06,    -0.98,     0.13,    -0.10,     2.87,     1.67,     0.82,    -0.01,     0.78,     1.85,
10/07/15, 11:30:00,     1.37,     0.72,     3.71,     3.46,    -1.52,    -0.66,     0.54,     0.29,    -0.09,    -1.10,     0.13,     0.02,     2.68,     1.57,     0.67,    -0.15,     0.75,     1.72,
10/07/15, 12:00:00,     1.12,     0.60,     3.02,     3.06,    -1.74,    -0.74,     0.39,     0.38,    -0.13,    -1.02,     0.06,     0.02,     2.46,     1.34,     0.53,    -0.21,     0.61,     1.54,
10/07/15, 12:30:00,     1.14,     0.77,     2.52,     2.78,    -2.09,    -0.91,     0.49,     0.31,    -0.13,    -1.01,     0.10,     0.02,     2.23,     1.16,     0.53,    -0.13,     0.49,     1.32,
10/07/15, 13:00:00,     1.20,     0.69,     2.87,     2.92,    -1.48,    -0.75,     0.37,     0.32,    -0.06,    -0.97,     0.15,     0.02,     2.36,     1.19,     0.55,    -0.16,     0.63,     1.45,
10/07/15, 13:30:00,     1.49,     0.77,     2.83,     2.77,    -2.32,    -1.04,     0.56,     0.42,     0.10,    -1.08,     0.31,    -0.02,     2.41,     1.34,     0.81,     0.04,     0.64,     1.37,
10/07/15, 14:00:00,     1.43,     0.82,     2.99,     3.02,    -1.93,    -1.04,     0.85,     0.56,    -0.10,    -1.00,     0.26,     0.02,     2.21,     1.23,     0.68,    -0.05,     0.61,     1.41,
10/07/15, 14:30:00,     1.39,     0.68,     2.34,     2.52,    -1.90,    -0.94,     0.57,     0.40,    -0.03,    -0.99,     0.15,     0.07,     1.81,     0.98,     0.58,    -0.09,     0.48,     1.10,
10/07/15, 15:00:00,     1.48,     0.72,     2.22,     2.47,    -2.04,    -1.08,     0.53,     0.39,    -0.03,    -0.94,     0.18,     0.02,     1.78,     0.90,     0.60,     0.06,     0.35,     0.81,
10/07/15, 15:30:00,     1.46,     0.83,     2.39,     2.67,    -2.14,    -1.10,     0.60,     0.44,     0.03,    -0.98,     0.33,     0.19,     1.94,     1.05,     0.64,     0.01,     0.55,     1.05,
10/07/15, 16:00:00,     1.65,     1.05,     3.28,     3.29,    -2.35,    -1.19,     0.75,     0.48,     0.10,    -0.98,     0.60,     0.24,     2.65,     1.56,     1.00,     0.16,     0.74,     1.74,
10/07/15, 16:30:00,     1.66,     0.90,     3.02,     3.15,    -2.37,    -1.35,     0.94,     0.75,     0.19,    -0.87,     0.54,     0.29,     2.78,     1.52,     0.86,     0.09,     0.79,     1.83,
10/07/15, 17:00:00,     1.56,     1.02,     2.92,     3.07,    -2.27,    -1.18,     0.83,     0.64,     0.16,    -0.84,     0.44,     0.24,     2.59,     1.40,     0.77,    -0.01,     0.69,     1.71,
10/07/15, 17:30:00,     1.83,     1.11,     3.32,     3.17,    -3.21,    -1.68,     0.89,     0.63,     0.19,    -0.84,     0.44,     0.24,     3.03,     1.52,     1.00,     0.31,     0.84,     1.91,
10/07/15, 18:00:00,     1.64,     0.94,     3.13,     3.09,    -2.77,    -1.42,     1.18,     0.61,     0.13,    -0.78,     0.59,     0.26,     2.95,     1.48,     0.76,     0.16,     0.78,     1.97,
10/07/15, 18:30:00,     1.61,     0.90,     3.07,     2.92,    -2.05,    -1.18,     1.03,     0.75,     0.06,    -0.88,     0.58,     0.30,     2.90,     1.53,     0.73,     0.16,     0.74,     1.74,
10/07/15, 19:00:00,     1.30,     0.86,     2.70,     2.85,    -2.13,    -1.10,     1.00,     0.48,     0.00,    -0.89,     0.35,     0.19,     2.61,     1.28,     0.42,    -0.05,     0.62,     1.54,
10/07/15, 19:30:00,     1.15,     0.60,     2.91,     3.01,    -2.01,    -0.93,     0.83,     0.39,    -0.07,    -1.02,     0.26,     0.04,     2.56,     1.25,     0.19,    -0.35,     0.76,     1.63,
10/07/15, 20:00:00,     0.90,     0.54,     2.73,     2.98,    -1.58,    -0.81,     0.88,     0.54,    -0.04,    -1.07,     0.17,     0.13,     2.41,     1.24,     0.19,    -0.29,     0.68,     1.51,
10/07/15, 20:30:00,     0.79,     0.39,     2.20,     2.49,    -1.37,    -0.64,     0.70,     0.44,    -0.20,    -1.05,     0.03,     0.08,     1.98,     1.03,     0.01,    -0.45,     0.51,     1.04,
10/07/15, 21:00:00,     0.65,     0.32,     1.82,     2.18,    -1.04,    -0.60,     0.44,     0.21,    -0.16,    -1.13,    -0.04,     0.00,     1.61,     0.63,    -0.01,    -0.43,     0.33,     0.73,
